00LU               20141215                                                                                   
0601LUB2Y       20150101001895100000005000 0200030220001593   
0601LUB2Y       20150101001900100000005000 0200030370001596   
0601LUB2Y       20150101001905100000005000 0200030510001599   
0601LUB2Y       20150101001910100000005000 0200030690001605   
0601LUB2Y       20150101001915100000005000 0200030840001608   
0601LUB2Y       20150101001920100000005000 0200030980001611   
0601LUB2Y       20150101001925100000005000 0200031160001617   
0601LUB2Y       20150101001930100000005000 0200031300001620   
0601LUB2Y       20150101001935100000005000 0200031450001623   
0601LUB2Y       20150101001940100000005000 0200031630001628   
0601LUB2Y       20150101001945100000005000 0200031770001631   
0601LUB2Y       20150101001950100000005000 0200031920001635   
0601LUB2Y       20150101001955100000005000 0200032100001640   
0601LUB2Y       20150101001960100000005000 0200032240001643   
0601LUB2Y       20150101001965100000005000 0200032390001646   
0601LUB2Y       20150101001970100000005000 0200032560001651   
0601LUB2Y       20150101001975100000005000 0200032710001654   
0601LUB2Y       20150101001980100000005000 0200032860001658   
0601LUB2Y       20150101001985100000005000 0200033030001662   
0601LUB2Y       20150101001990100000005000 0200033180001665   
0601LUB2Y       20150101001995100000005000 0200033330001669   
0601LUB2Y       20150101002000100000005000 0200033500001673   
0601LUB2Y       20150101002005100000005000 0200033650001676   
0601LUB2Y       20150101002010100000005000 0200033790001679   
0601LUB2Y       20150101002015100000005000 0200033970001684   
0601LUB2Y       20150101002020100000005000 0200034120001687   
0601LUB2Y       20150101002025100000005000 0200034260001690   
0601LUB2Y       20150101002030100000005000 0200034440001694   
0601LUB2Y       20150101002035100000005000 0200034580001697   
0601LUB2Y       20150101002040100000005000 0200034730001700   
0601LUB2Y       20150101002045100000005000 0200034910001705   
0601LUB2Y       20150101002050100000005000 0200035050001708   
0601LUB2Y       20150101002055100000005000 0200035200001711   
0601LUB2Y       20150101002060100000005000 0200035380001715   
0601LUB2Y       20150101002065100000005000 0200035520001718   
0601LUB2Y       20150101002070100000005000 0200035670001721   
0601LUB2Y       20150101002075100000005000 0200035840001725   
0601LUB2Y       20150101002080100000005000 0200035990001728   
0601LUB2Y       20150101002085100000005000 0200036140001731   
0601LUB2Y       20150101002090100000005000 0200036310001735   
0601LUB2Y       20150101002095100000005000 0200036460001738   
0601LUB2Y       20150101002100100000005000 0200036610001741   
0601LUB2Y       20150101002105100000005000 0200036780001745   
0601LUB2Y       20150101002110100000005000 0200036930001748   
0601LUB2Y       20150101002115100000005000 0200037070001751   
0601LUB2Y       20150101002120100000005000 0200037250001755   
0601LUB2Y       20150101002125100000005000 0200037400001758   
0601LUB2Y       20150101002130100000005000 0200037540001760   
0601LUB2Y       20150101002135100000005000 0200037720001765   
0601LUB2Y       20150101002140100000005000 0200037870001768   
0601LUB2Y       20150101002145100000005000 0200038010001770   
0601LUB2Y       20150101002150100000005000 0200038190001774   
0601LUB2Y       20150101002155100000005000 0200038330001777   
0601LUB2Y       20150101002160100000005000 0200038480001779   
0601LUB2Y       20150101002165100000005000 0200038660001784   
0601LUB2Y       20150101002170100000005000 0200038800001786   
0601LUB2Y       20150101002175100000005000 0200038950001789   
0601LUB2Y       20150101002180100000005000 0200039120001792   
0601LUB2Y       20150101002185100000005000 0200039270001795   
0601LUB2Y       20150101002190100000005000 0200039420001798   
0601LUB2Y       20150101002195100000005000 0200039590001802   
0601LUB2Y       20150101002200100000005000 0200039740001804   
0601LUB2Y       20150101002205100000005000 0200039890001807   
0601LUB2Y       20150101002210100000005000 0200040060001811   
0601LUB2Y       20150101002215100000005000 0200040210001813   
0601LUB2Y       20150101002220100000005000 0200040360001816   
0601LUB2Y       20150101002225100000005000 0200040530001820   
0601LUB2Y       20150101002230100000005000 0200040680001822   
0601LUB2Y       20150101002235100000005000 0200040820001824   
0601LUB2Y       20150101002240100000005000 0200041000001828   
0601LUB2Y       20150101002245100000005000 0200041150001831   
0601LUB2Y       20150101002250100000005000 0200041290001833   
0601LUB2Y       20150101002255100000005000 0200041470001837   
0601LUB2Y       20150101002260100000005000 0200041610001839   
0601LUB2Y       20150101002265100000005000 0200041760001842   
0601LUB2Y       20150101002270100000005000 0200041920001845   
0601LUB2Y       20150101002275100000005000 0200042080001848   
0601LUB2Y       20150101002280100000005000 0200042230001850   
0601LUB2Y       20150101002285100000005000 0200042380001853   
0601LUB2Y       20150101002290100000005000 0200042550001856   
0601LUB2Y       20150101002295100000005000 0200042700001859   
0601LUB2Y       20150101002300100000005000 0200042840001861   
0601LUB2Y       20150101002305100000005000 0200043020001864   
0601LUB2Y       20150101002310100000005000 0200043170001867   
0601LUB2Y       20150101002315100000005000 0200043310001869   
0601LUB2Y       20150101002320100000005000 0200043490001873   
0601LUB2Y       20150101002325100000005000 0200043640001875   
0601LUB2Y       20150101002330100000005000 0200043780001877   
0601LUB2Y       20150101002335100000005000 0200043960001881   
0601LUB2Y       20150101002340100000005000 0200044100001883   
0601LUB2Y       20150101002345100000005000 0200044250001885   
0601LUB2Y       20150101002350100000005000 0200044430001889   
0601LUB2Y       20150101002355100000005000 0200044570001891   
0601LUB2Y       20150101002360100000005000 0200044720001893   
0601LUB2Y       20150101002365100000005000 0200044900001897   
0601LUB2Y       20150101002370100000005000 0200045040001898   
0601LUB2Y       20150101002375100000005000 0200045190001901   
0601LUB2Y       20150101002380100000005000 0200045360001904   
0601LUB2Y       20150101002385100000005000 0200045510001906   
0601LUB2Y       20150101002390100000005000 0200045660001908   
0601LUB2Y       20150101002395100000005000 0200045830001912   
0601LUB2Y       20150101002400100000005000 0200045980001914   
0601LUB2Y       20150101002405100000005000 0200046130001916   
0601LUB2Y       20150101002410100000005000 0200046300001919   
0601LUB2Y       20150101002415100000005000 0200046450001921   
0601LUB2Y       20150101002420100000005000 0200046590001923   
0601LUB2Y       20150101002425100000005000 0200046770001927   
0601LUB2Y       20150101002430100000005000 0200046920001929   
0601LUB2Y       20150101002435100000005000 0200047060001931   
0601LUB2Y       20150101002440100000005000 0200047240001934   
0601LUB2Y       20150101002445100000005000 0200047380001936   
0601LUB2Y       20150101002450100000005000 0200047530001938   
0601LUB2Y       20150101002455100000005000 0200047710001941   
0601LUB2Y       20150101002460100000005000 0200047850001943   
0601LUB2Y       20150101002465100000005000 0200048000001945   
0601LUB2Y       20150101002470100000005000 0200048180001949   
0601LUB2Y       20150101002475100000005000 0200048320001950   
0601LUB2Y       20150101002480100000005000 0200048470001952   
0601LUB2Y       20150101002485100000005000 0200048640001955   
0601LUB2Y       20150101002490100000005000 0200048790001957   
0601LUB2Y       20150101002495100000005000 0200048940001960   
0601LUB2Y       20150101002500100000005000 0200049110001962   
0601LUB2Y       20150101002505100000005000 0200049260001965   
0601LUB2Y       20150101002510100000005000 0200049410001967   
0601LUB2Y       20150101002515100000005000 0200049580001969   
0601LUB2Y       20150101002520100000005000 0200049730001971   
0601LUB2Y       20150101002525100000005000 0200049870001973   
0601LUB2Y       20150101002530100000005000 0200050050001976   
0601LUB2Y       20150101002535100000005000 0200050200001978   
0601LUB2Y       20150101002540100000005000 0200050340001980   
0601LUB2Y       20150101002545100000005000 0200050520001983   
0601LUB2Y       20150101002550100000005000 0200050670001985   
0601LUB2Y       20150101002555100000005000 0200050810001987   
0601LUB2Y       20150101002560100000005000 0200050990001990   
0601LUB2Y       20150101002565100000005000 0200051130001991   
0601LUB2Y       20150101002570100000005000 0200051280001993   
0601LUB2Y       20150101002575100000005000 0200051460001997   
0601LUB2Y       20150101002580100000005000 0200051600001998   
0601LUB2Y       20150101002585100000005000 0200051750002000   
0601LUB2Y       20150101002590100000005000 0200051920002003   
0601LUB2Y       20150101002595100000005000 0200052070002005   
0601LUB2Y       20150101002600100000005000 0200052220002007   
0601LUB2Y       20150101002605100000005000 0200052390002009   
0601LUB2Y       20150101002610100000005000 0200052540002011   
0601LUB2Y       20150101002615100000005000 0200052690002013   
0601LUB2Y       20150101002620100000005000 0200052860002016   
0601LUB2Y       20150101002625100000005000 0200053010002018   
0601LUB2Y       20150101002630100000005000 0200053150002019   
0601LUB2Y       20150101002635100000005000 0200053330002022   
0601LUB2Y       20150101002640100000005000 0200053480002024   
0601LUB2Y       20150101002645100000005000 0200053620002025   
0601LUB2Y       20150101002650100000005000 0200053800002028   
0601LUB2Y       20150101002655100000005000 0200053950002030   
0601LUB2Y       20150101002660100000005000 0200054090002032   
0601LUB2Y       20150101002665100000005000 0200054270002034   
0601LUB2Y       20150101002670100000005000 0200054410002036   
0601LUB2Y       20150101002675100000005000 0200054560002038   
0601LUB2Y       20150101002680100000005000 0200054740002041   
0601LUB2Y       20150101002685100000005000 0200054880002042   
0601LUB2Y       20150101002690100000005000 0200055030002044   
0601LUB2Y       20150101002695100000005000 0200055210002047   
0601LUB2Y       20150101002700100000005000 0200055350002048   
0601LUB2Y       20150101002705100000005000 0200055500002050   
0601LUB2Y       20150101002710100000005000 0200055670002052   
0601LUB2Y       20150101002715100000005000 0200055820002054   
0601LUB2Y       20150101002720100000005000 0200055970002056   
0601LUB2Y       20150101002725100000005000 0200056140002058   
0601LUB2Y       20150101002730100000005000 0200056290002060   
0601LUB2Y       20150101002735100000005000 0200056440002062   
0601LUB2Y       20150101002740100000005000 0200056610002064   
0601LUB2Y       20150101002745100000005000 0200056760002066   
0601LUB2Y       20150101002750100000005000 0200056900002067   
0601LUB2Y       20150101002755100000005000 0200057080002070   
0601LUB2Y       20150101002760100000005000 0200057230002072   
0601LUB2Y       20150101002765100000005000 0200057370002073   
0601LUB2Y       20150101002770100000005000 0200057550002076   
0601LUB2Y       20150101002775100000005000 0200057690002077   
0601LUB2Y       20150101002780100000005000 0200057840002079   
0601LUB2Y       20150101002785100000005000 0200058020002081   
0601LUB2Y       20150101002790100000005000 0200058160002083   
0601LUB2Y       20150101002795100000005000 0200058310002084   
0601LUB2Y       20150101002800100000005000 0200058490002087   
0601LUB2Y       20150101002805100000005000 0200058630002088   
0601LUB2Y       20150101002810100000005000 0200058780002090   
0601LUB2Y       20150101002815100000005000 0200058950002092   
0601LUB2Y       20150101002820100000005000 0200059100002094   
