00BS               20151102                                                                                   
0601BSH7Y       20160101013400100000100000 0700000000003029   
0601BSH7Y       20160101013500100000100000 0700000000003031   
0601BSH7Y       20160101013600100000100000 0700000000003033   
0601BSH7Y       20160101013700100000100000 0700000000003035   
0601BSH7Y       20160101013800100000100000 0700000000003038   
0601BSH7Y       20160101013900100000100000 0700000000003040   
0601BSH7Y       20160101014000100000100000 0700000000003042   
0601BSH7Y       20160101014100100000100000 0700000000003044   
0601BSH7Y       20160101014200100000100000 0700000000003046   
0601BSH7Y       20160101014300100000100000 0700000000003048   
0601BSH7Y       20160101014400100000100000 0700000000003050   
0601BSH7Y       20160101014500100000100000 0700000000003052   
0601BSH7Y       20160101014600100000100000 0700000000003054   
0601BSH7Y       20160101014700100000100000 0700000000003055   
0601BSH7Y       20160101014800100000100000 0700000000003057   
0601BSH7Y       20160101014900100000100000 0700000000003059   
0601BSH7Y       20160101015000100000100000 0700000000003061   
0601BSH7Y       20160101015100100000100000 0700000000003063   
0601BSH7Y       20160101015200100000100000 0700000000003065   
0601BSH7Y       20160101015300100000100000 0700000000003066   
0601BSH7Y       20160101015400100000100000 0700000000003068   
0601BSH7Y       20160101015500100000100000 0700000000003070   
0601BSH7Y       20160101015600100000100000 0700000000003071   
0601BSH7Y       20160101015700100000100000 0700000000003073   
0601BSH7Y       20160101015800100000100000 0700000000003075   
0601BSH7Y       20160101015900100000100000 0700000000003076   
0601BSH7Y       20160101016000100000100000 0700000000003078   
0601BSH7Y       20160101016100100000100000 0700000000003079   
0601BSH7Y       20160101016200100000100000 0700000000003081   
0601BSH7Y       20160101016300100000100000 0700000000003083   
0601BSH7Y       20160101016400100000100000 0700000000003084   
0601BSH7Y       20160101016500100000100000 0700000000003086   
0601BSH7Y       20160101016600100000100000 0700000000003087   
0601BSH7Y       20160101016700100000100000 0700000000003089   
0601BSH7Y       20160101016800100000100000 0700000000003090   
0601BSH7Y       20160101016900100000100000 0700000000003091   
0601BSH7Y       20160101017000100000100000 0700000000003093   
0601BSH7Y       20160101017100100000100000 0700000000003094   
0601BSH7Y       20160101017200100000100000 0700000000003096   
0601BSH7Y       20160101017300100000100000 0700000000003097   
0601BSH7Y       20160101017400100000100000 0700000000003098   
0601BSH7Y       20160101017500100000100000 0700000000003100   
0601BSH7Y       20160101017600100000100000 0700000000003101   
0601BSH7Y       20160101017700100000100000 0700000000003102   
0601BSH7Y       20160101017800100000100000 0700000000003104   
0601BSH7Y       20160101017900100000100000 0700000000003105   
0601BSH7Y       20160101018000100000100000 0700000000003106   
0601BSH7Y       20160101018100100000100000 0700000000003107   
0601BSH7Y       20160101018200100000100000 0700000000003109   
0601BSH7Y       20160101018300100000100000 0700000000003110   
0601BSH7Y       20160101018400100000100000 0700000000003111   
0601BSH7Y       20160101018500100000100000 0700000000003112   
0601BSH7Y       20160101018600100000100000 0700000000003114   
0601BSH7Y       20160101018700100000100000 0700000000003115   
0601BSH7Y       20160101018800100000100000 0700000000003116   
0601BSH7Y       20160101018900100000100000 0700000000003117   
0601BSH7Y       20160101019000100000100000 0700000000003118   
0601BSH7Y       20160101019100100000100000 0700000000003119   
0601BSH7Y       20160101019200100000100000 0700000000003120   
0601BSH7Y       20160101019300100000100000 0700000000003121   
0601BSH7Y       20160101019400100000100000 0700000000003123   
0601BSH7Y       20160101019500100000100000 0700000000003124   
0601BSH7Y       20160101019600100000100000 0700000000003125   
0601BSH7Y       20160101019700100000100000 0700000000003126   
0601BSH7Y       20160101019800100000100000 0700000000003127   
0601BSH7Y       20160101019900100000100000 0700000000003128   
0601BSH7Y       20160101020000100001000000 0700000000003133   
0601BSH7Y       20160101021000100001000000 0700000000003143   
0601BSH7Y       20160101022000100001000000 0700000000003151   
0601BSH7Y       20160101023000100001000000 0700000000003159   
0601BSH7Y       20160101024000100001000000 0700000000003166   
0601BSH7Y       20160101025000100001000000 0700000000003172   
0601BSH7Y       20160101026000100001000000 0700000000003178   
0601BSH7Y       20160101027000100001000000 0700000000003184   
0601BSH7Y       20160101028000100001000000 0700000000003189   
0601BSH7Y       20160101029000100001000000 0700000000003194   
0601BSH7Y       20160101030000100001000000 0700000000003199   
0601BSH7Y       20160101031000100001000000 0700000000003203   
0601BSH7Y       20160101032000100001000000 0700000000003207   
0601BSH7Y       20160101033000100001000000 0700000000003211   
0601BSH7Y       20160101034000100001000000 0700000000003214   
0601BSH7Y       20160101035000100001000000 0700000000003218   
0601BSH7Y       20160101036000100001000000 0700000000003221   
0601BSH7Y       20160101037000100001000000 0700000000003224   
0601BSH7Y       20160101038000100001000000 0700000000003227   
0601BSH7Y       20160101039000100001000000 0700000000003229   
0601BSH7Y       20160101040000100001000000 0700000000003232   
0601BSH7Y       20160101041000100001000000 0700000000003234   
0601BSH7Y       20160101042000100001000000 0700000000003237   
0601BSH7Y       20160101043000100001000000 0700000000003239   
0601BSH7Y       20160101044000100001000000 0700000000003241   
0601BSH7Y       20160101045000100001000000 0700000000003243   
0601BSH7Y       20160101046000100001000000 0700000000003245   
0601BSH7Y       20160101047000100001000000 0700000000003247   
0601BSH7Y       20160101048000100001000000 0700000000003248   
0601BSH7Y       20160101049000100001000000 0700000000003250   
0601BSH7Y       20160101050000100001000000 0700000000003252   
0601BSH7Y       20160101051000100001000000 0700000000003253   
0601BSH7Y       20160101052000100001000000 0700000000003255   
0601BSH7Y       20160101053000100001000000 0700000000003256   
0601BSH7Y       20160101054000100001000000 0700000000003258   
0601BSH7Y       20160101055000100001000000 0700000000003259   
0601BSH7Y       20160101056000100001000000 0700000000003260   
0601BSH7Y       20160101057000100001000000 0700000000003262   
0601BSH7Y       20160101058000100001000000 0700000000003263   
0601BSH7Y       20160101059000100001000000 0700000000003264   
0601BSH7Y       20160101060000100010000000 0700000000003270   
0601BSH7Y       20160101070000100010000000 0700000000003278   
0601BSH7Y       20160101080000100010000000 0700000000003285   
0601BSH7Y       20160101090000100010000000 0700000000003290   
0601BSH7Y       20160101100000100010000000 0700000000003294   
0601BSH8Y       20160101000000100000110000 0800000000000000   
0601BSH8Y       20160101000110100000010000 0800000000000000   
0601BSH8Y       20160101000120100000010000 0800000000000000   
0601BSH8Y       20160101000130100000010000 0800000000000000   
0601BSH8Y       20160101000140100000010000 0800000000000000   
0601BSH8Y       20160101000150100000010000 0800000000000000   
0601BSH8Y       20160101000160100000010000 0800000000000000   
0601BSH8Y       20160101000170100000010000 0800000000000000   
0601BSH8Y       20160101000180100000010000 0800000000000000   
0601BSH8Y       20160101000190100000010000 0800000000000000   
0601BSH8Y       20160101000200100000010000 0800000000000000   
0601BSH8Y       20160101000210100000010000 0800000000000000   
0601BSH8Y       20160101000220100000010000 0800000000000000   
0601BSH8Y       20160101000230100000010000 0800000000000000   
0601BSH8Y       20160101000240100000010000 0800000000000000   
0601BSH8Y       20160101000250100000010000 0800000000000000   
0601BSH8Y       20160101000260100000010000 0800000000000000   
0601BSH8Y       20160101000270100000010000 0800000000000000   
0601BSH8Y       20160101000280100000010000 0800000000000000   
0601BSH8Y       20160101000290100000010000 0800000000000000   
0601BSH8Y       20160101000300100000010000 0800000000000000   
0601BSH8Y       20160101000310100000010000 0800000000000000   
0601BSH8Y       20160101000320100000010000 0800000000000000   
0601BSH8Y       20160101000330100000010000 0800000000000000   
0601BSH8Y       20160101000340100000010000 0800000000000000   
0601BSH8Y       20160101000350100000010000 0800000000000000   
0601BSH8Y       20160101000360100000010000 0800000000000000   
0601BSH8Y       20160101000370100000010000 0800000000000000   
0601BSH8Y       20160101000380100000010000 0800000000000000   
0601BSH8Y       20160101000390100000010000 0800000000000000   
0601BSH8Y       20160101000400100000010000 0800000000000000   
0601BSH8Y       20160101000410100000010000 0800000000000000   
0601BSH8Y       20160101000420100000010000 0800000000000000   
0601BSH8Y       20160101000430100000010000 0800000000000000   
0601BSH8Y       20160101000440100000010000 0800000000000000   
0601BSH8Y       20160101000450100000010000 0800000000000000   
0601BSH8Y       20160101000460100000010000 0800000000000000   
0601BSH8Y       20160101000470100000010000 0800000000000000   
0601BSH8Y       20160101000480100000010000 0800000000000000   
0601BSH8Y       20160101000490100000010000 0800000000000000   
0601BSH8Y       20160101000500100000010000 0800000000000000   
0601BSH8Y       20160101000510100000010000 0800000000000000   
0601BSH8Y       20160101000520100000010000 0800000000000000   
0601BSH8Y       20160101000530100000010000 0800000000000000   
0601BSH8Y       20160101000540100000010000 0800000000000000   
0601BSH8Y       20160101000550100000010000 0800000000000000   
0601BSH8Y       20160101000560100000010000 0800000000000000   
0601BSH8Y       20160101000570100000010000 0800000000000000   
0601BSH8Y       20160101000580100000010000 0800000000000000   
0601BSH8Y       20160101000590100000010000 0800000000000000   
0601BSH8Y       20160101000600100000010000 0800000000000000   
0601BSH8Y       20160101000610100000010000 0800000000000000   
0601BSH8Y       20160101000620100000010000 0800000000000000   
0601BSH8Y       20160101000630100000010000 0800000000000000   
0601BSH8Y       20160101000640100000010000 0800000000000000   
0601BSH8Y       20160101000650100000010000 0800000000000000   
0601BSH8Y       20160101000660100000010000 0800000000000000   
0601BSH8Y       20160101000670100000010000 0800000000000000   
0601BSH8Y       20160101000680100000010000 0800000000000000   
0601BSH8Y       20160101000690100000010000 0800000000000000   
0601BSH8Y       20160101000700100000010000 0800000000000000   
0601BSH8Y       20160101000710100000010000 0800000000000000   
0601BSH8Y       20160101000720100000010000 0800000000000000   
0601BSH8Y       20160101000730100000010000 0800000000000000   
0601BSH8Y       20160101000740100000010000 0800000000000000   
0601BSH8Y       20160101000750100000010000 0800000000000000   
0601BSH8Y       20160101000760100000010000 0800000000000000   
0601BSH8Y       20160101000770100000010000 0800000000000000   
0601BSH8Y       20160101000780100000010000 0800000000000000   
0601BSH8Y       20160101000790100000010000 0800000000000000   
0601BSH8Y       20160101000800100000010000 0800000000000000   
0601BSH8Y       20160101000810100000010000 0800000000000000   
0601BSH8Y       20160101000820100000010000 0800000000000000   
0601BSH8Y       20160101000830100000010000 0800000000000000   
0601BSH8Y       20160101000840100000010000 0800000000000000   
