00OW               20161205                                                                                   
0601OWL5N       20170101001330100000005000 0500006000000450   
0601OWL5N       20170101001335100000005000 0500006020000450   
0601OWL5N       20170101001340100000005000 0500006040000450   
0601OWL5N       20170101001345100000005000 0500006060000450   
0601OWL5N       20170101001350100000005000 0500006090000450   
0601OWL5N       20170101001355100000005000 0500006110000450   
0601OWL5N       20170101001360100000005000 0500006130000450   
0601OWL5N       20170101001365100000005000 0500006150000450   
0601OWL5N       20170101001370100000005000 0500006180000450   
0601OWL5N       20170101001375100000005000 0500006200000450   
0601OWL5N       20170101001380100000005000 0500006220000450   
0601OWL5N       20170101001385100000005000 0500006240000450   
0601OWL5N       20170101001390100000005000 0500006270000450   
0601OWL5N       20170101001395100000005000 0500006290000450   
0601OWL5N       20170101001400100000005000 0500006310000450   
0601OWL5N       20170101001405100000005000 0500006330000450   
0601OWL5N       20170101001410100000005000 0500006360000450   
0601OWL5N       20170101001415100000005000 0500006380000450   
0601OWL5N       20170101001420100000005000 0500006400000450   
0601OWL5N       20170101001425100000005000 0500006420000450   
0601OWL5N       20170101001430100000005000 0500006450000450   
0601OWL5N       20170101001435100000005000 0500006470000450   
0601OWL5N       20170101001440100000005000 0500006490000450   
0601OWL5N       20170101001445100000005000 0500006510000450   
0601OWL5N       20170101001450100000005000 0500006540000450   
0601OWL5N       20170101001455100000005000 0500006560000450   
0601OWL5N       20170101001460100000005000 0500006580000450   
0601OWL5N       20170101001465100000005000 0500006600000450   
0601OWL5N       20170101001470100000005000 0500006630000450   
0601OWL5N       20170101001475100000005000 0500006650000450   
0601OWL5N       20170101001480100000005000 0500006670000450   
0601OWL5N       20170101001485100000005000 0500006690000450   
0601OWL5N       20170101001490100000005000 0500006720000450   
0601OWL5N       20170101001495100000005000 0500006740000450   
0601OWL5N       20170101001500100000500000 0500007880000450   
0601OWL5N       20170101002000100000500000 0500010130000450   
0601OWL5N       20170101002500100000500000 0500012380000450   
0601OWL5N       20170101003000100000500000 0500014630000450   
0601OWL5N       20170101003500100000500000 0500016880000450   
0601OWL5N       20170101004000100000500000 0500019130000450   
0601OWL5N       20170101004500100000500000 0500021380000450   
0601OWL5N       20170101005000100000500000 0500023630000450   
0601OWL5N       20170101005500100000500000 0500025880000450   
0601OWL5N       20170101006000100000500000 0500028130000450   
0601OWL5N       20170101006500100000500000 0500030380000450   
0601OWL5N       20170101007000100000500000 0500032630000450   
0601OWL5N       20170101007500100000500000 0500034880000450   
0601OWL5N       20170101008000100000500000 0500037130000450   
0601OWL5N       20170101008500100000500000 0500039380000450   
0601OWL5N       20170101009000100000500000 0500041630000450   
0601OWL5N       20170101009500100000500000 0500043880000450   
0601OWL5N       20170101010000100000500000 0500046130000450   
0601OWL5N       20170101010500100000500000 0500048380000450   
0601OWL5N       20170101011000100000500000 0500050630000450   
0601OWL5N       20170101011500100000500000 0500052880000450   
0601OWL5N       20170101012000100000500000 0500055130000450   
0601OWL5N       20170101012500100000500000 0500057380000450   
0601OWL5N       20170101013000100000500000 0500059630000450   
0601OWL5N       20170101013500100000500000 0500061880000450   
0601OWL5N       20170101014000100000500000 0500064130000450   
0601OWL5N       20170101014500100000500000 0500066380000450   
0601OWL5N       20170101015000100000500000 0500068630000450   
0601OWL5N       20170101015500100000500000 0500070880000450   
0601OWL5N       20170101016000100000500000 0500073130000450   
0601OWL5N       20170101016500100000500000 0500075380000450   
0601OWL5N       20170101017000100000500000 0500077630000450   
0601OWL5N       20170101017500100000500000 0500079880000450   
0601OWL5N       20170101018000100000500000 0500082130000450   
0601OWL5N       20170101018500100000500000 0500084380000450   
0601OWL5N       20170101019000100000500000 0500086630000450   
0601OWL5N       20170101019500100000500000 0500088880000450   
0601OWL6N       20170101000000100000040000 0600000030000000   
0601OWL6N       20170101000040100000005000 0600000030000071   
0601OWL6N       20170101000045100000005000 0600000030000063   
0601OWL6N       20170101000050100000005000 0600000030000057   
0601OWL6N       20170101000055100000005000 0600000030000052   
0601OWL6N       20170101000060100000005000 0600000030000048   
0601OWL6N       20170101000065100000005000 0600000030000044   
0601OWL6N       20170101000070100000005000 0600000030000041   
0601OWL6N       20170101000075100000005000 0600000030000039   
0601OWL6N       20170101000080100000005000 0600000030000036   
0601OWL6N       20170101000085100000005000 0600000030000034   
0601OWL6N       20170101000090100000005000 0600000030000032   
0601OWL6N       20170101000095100000005000 0600000030000031   
0601OWL6N       20170101000100100000005000 0600000030000029   
0601OWL6N       20170101000105100000005000 0600000030000028   
0601OWL6N       20170101000110100000005000 0600000030000027   
0601OWL6N       20170101000115100000005000 0600000030000026   
0601OWL6N       20170101000120100000005000 0600000030000024   
0601OWL6N       20170101000125100000005000 0600000030000024   
0601OWL6N       20170101000130100000005000 0600000030000023   
0601OWL6N       20170101000135100000005000 0600000030000022   
0601OWL6N       20170101000140100000005000 0600000030000021   
0601OWL6N       20170101000145100000005000 0600000030000020   
0601OWL6N       20170101000150100000005000 0600000030000020   
0601OWL6N       20170101000155100000005000 0600000030000019   
0601OWL6N       20170101000160100000005000 0600000030000018   
0601OWL6N       20170101000165100000005000 0600000030000018   
0601OWL6N       20170101000170100000005000 0600000030000017   
0601OWL6N       20170101000175100000005000 0600000030000017   
0601OWL6N       20170101000180100000005000 0600000030000016   
0601OWL6N       20170101000185100000005000 0600000030000016   
0601OWL6N       20170101000190100000005000 0600000030000016   
0601OWL6N       20170101000195100000005000 0600000030000015   
0601OWL6N       20170101000200100000005000 0600000030000015   
0601OWL6N       20170101000205100000005000 0600000030000014   
0601OWL6N       20170101000210100000005000 0600000030000014   
0601OWL6N       20170101000215100000005000 0600000030000014   
0601OWL6N       20170101000220100000005000 0600000030000013   
0601OWL6N       20170101000225100000005000 0600000030000013   
0601OWL6N       20170101000230100000005000 0600000030000013   
0601OWL6N       20170101000235100000005000 0600000030000013   
0601OWL6N       20170101000240100000005000 0600000030000012   
0601OWL6N       20170101000245100000005000 0600000030000012   
0601OWL6N       20170101000250100000005000 0600000030000012   
0601OWL6N       20170101000255100000005000 0600000030000012   
0601OWL6N       20170101000260100000005000 0600000030000011   
0601OWL6N       20170101000265100000005000 0600000030000011   
0601OWL6N       20170101000270100000005000 0600000030000011   
0601OWL6N       20170101000275100000005000 0600000030000011   
0601OWL6N       20170101000280100000005000 0600000030000011   
0601OWL6N       20170101000285100000005000 0600000030000010   
0601OWL6N       20170101000290100000005000 0600000030000010   
0601OWL6N       20170101000295100000005000 0600000030000010   
0601OWL6N       20170101000300100000005000 0600000030000010   
0601OWL6N       20170101000305100000005000 0600000030000010   
0601OWL6N       20170101000310100000005000 0600000030000010   
0601OWL6N       20170101000315100000005000 0600000030000009   
0601OWL6N       20170101000320100000005000 0600000030000009   
0601OWL6N       20170101000325100000005000 0600000030000009   
0601OWL6N       20170101000330100000005000 0600000030000009   
0601OWL6N       20170101000335100000005000 0600000030000009   
0601OWL6N       20170101000340100000005000 0600000030000009   
0601OWL6N       20170101000345100000005000 0600000030000009   
0601OWL6N       20170101000350100000005000 0600000030000009   
0601OWL6N       20170101000355100000005000 0600000030000008   
0601OWL6N       20170101000360100000005000 0600000030000008   
0601OWL6N       20170101000365100000005000 0600000030000008   
0601OWL6N       20170101000370100000005000 0600000030000008   
0601OWL6N       20170101000375100000005000 0600000030000008   
0601OWL6N       20170101000380100000005000 0600000030000008   
0601OWL6N       20170101000385100000005000 0600000030000008   
0601OWL6N       20170101000390100000005000 0600000030000008   
0601OWL6N       20170101000395100000005000 0600000030000008   
0601OWL6N       20170101000400100000005000 0600000030000007   
0601OWL6N       20170101000405100000005000 0600000030000007   
0601OWL6N       20170101000410100000005000 0600000030000007   
0601OWL6N       20170101000415100000005000 0600000030000007   
0601OWL6N       20170101000420100000005000 0600000030000007   
0601OWL6N       20170101000425100000005000 0600000030000007   
0601OWL6N       20170101000430100000005000 0600000030000007   
0601OWL6N       20170101000435100000005000 0600000030000007   
0601OWL6N       20170101000440100000005000 0600000030000007   
0601OWL6N       20170101000445100000005000 0600000030000007   
0601OWL6N       20170101000450100000005000 0600000030000007   
0601OWL6N       20170101000455100000005000 0600000030000007   
0601OWL6N       20170101000460100000005000 0600000030000006   
0601OWL6N       20170101000465100000005000 0600000030000006   
0601OWL6N       20170101000470100000005000 0600000030000006   
0601OWL6N       20170101000475100000005000 0600000030000006   
0601OWL6N       20170101000480100000005000 0600000030000006   
0601OWL6N       20170101000485100000005000 0600000030000006   
0601OWL6N       20170101000490100000005000 0600000030000006   
0601OWL6N       20170101000495100000005000 0600000030000006   
0601OWL6N       20170101000500100000005000 0600000030000006   
0601OWL6N       20170101000505100000005000 0600000030000006   
0601OWL6N       20170101000510100000005000 0600000030000006   
