00BL               20161213                                                                                   
0601BLB7Y       20170101001495100000005000 0700011980000800   
0601BLB7Y       20170101001500100000005000 0700012090000805   
0601BLB7Y       20170101001505100000005000 0700012210000810   
0601BLB7Y       20170101001510100000005000 0700012320000815   
0601BLB7Y       20170101001515100000005000 0700012440000820   
0601BLB7Y       20170101001520100000005000 0700012560000825   
0601BLB7Y       20170101001525100000005000 0700012670000829   
0601BLB7Y       20170101001530100000005000 0700012810000836   
0601BLB7Y       20170101001535100000005000 0700012940000842   
0601BLB7Y       20170101001540100000005000 0700013080000848   
0601BLB7Y       20170101001545100000005000 0700013220000854   
0601BLB7Y       20170101001550100000005000 0700013360000861   
0601BLB7Y       20170101001555100000005000 0700013500000867   
0601BLB7Y       20170101001560100000005000 0700013640000873   
0601BLB7Y       20170101001565100000005000 0700013780000879   
0601BLB7Y       20170101001570100000005000 0700013910000885   
0601BLB7Y       20170101001575100000005000 0700014060000891   
0601BLB7Y       20170101001580100000005000 0700014200000897   
0601BLB7Y       20170101001585100000005000 0700014330000903   
0601BLB7Y       20170101001590100000005000 0700014480000909   
0601BLB7Y       20170101001595100000005000 0700014610000915   
0601BLB7Y       20170101001600100000005000 0700014760000921   
0601BLB7Y       20170101001605100000005000 0700014900000927   
0601BLB7Y       20170101001610100000005000 0700015050000933   
0601BLB7Y       20170101001615100000005000 0700015190000939   
0601BLB7Y       20170101001620100000005000 0700015340000945   
0601BLB7Y       20170101001625100000005000 0700015480000951   
0601BLB7Y       20170101001630100000005000 0700015620000957   
0601BLB7Y       20170101001635100000005000 0700015770000963   
0601BLB7Y       20170101001640100000005000 0700015920000969   
0601BLB7Y       20170101001645100000005000 0700016060000975   
0601BLB7Y       20170101001650100000005000 0700016210000981   
0601BLB7Y       20170101001655100000005000 0700016350000986   
0601BLB7Y       20170101001660100000005000 0700016500000992   
0601BLB7Y       20170101001665100000005000 0700016650000999   
0601BLB7Y       20170101001670100000005000 0700016790001004   
0601BLB7Y       20170101001675100000005000 0700016930001009   
0601BLB7Y       20170101001680100000005000 0700017080001015   
0601BLB7Y       20170101001685100000005000 0700017230001021   
0601BLB7Y       20170101001690100000005000 0700017370001026   
0601BLB7Y       20170101001695100000005000 0700017520001032   
0601BLB7Y       20170101001700100000005000 0700017670001038   
0601BLB7Y       20170101001705100000005000 0700017810001043   
0601BLB7Y       20170101001710100000005000 0700017970001049   
0601BLB7Y       20170101001715100000005000 0700018120001055   
0601BLB7Y       20170101001720100000005000 0700018270001061   
0601BLB7Y       20170101001725100000005000 0700018420001066   
0601BLB7Y       20170101001730100000005000 0700018570001072   
0601BLB7Y       20170101001735100000005000 0700018720001077   
0601BLB7Y       20170101001740100000005000 0700018880001084   
0601BLB7Y       20170101001745100000005000 0700019030001089   
0601BLB7Y       20170101001750100000005000 0700019180001094   
0601BLB7Y       20170101001755100000005000 0700019340001100   
0601BLB7Y       20170101001760100000005000 0700019480001105   
0601BLB7Y       20170101001765100000005000 0700019640001111   
0601BLB7Y       20170101001770100000005000 0700019790001117   
0601BLB7Y       20170101001775100000005000 0700019940001122   
0601BLB7Y       20170101001780100000005000 0700020090001127   
0601BLB7Y       20170101001785100000005000 0700020250001133   
0601BLB7Y       20170101001790100000005000 0700020400001138   
0601BLB7Y       20170101001795100000005000 0700020550001143   
0601BLB7Y       20170101001800100000005000 0700020720001150   
0601BLB7Y       20170101001805100000005000 0700020870001155   
0601BLB7Y       20170101001810100000005000 0700021020001160   
0601BLB7Y       20170101001815100000005000 0700021190001166   
0601BLB7Y       20170101001820100000005000 0700021340001171   
0601BLB7Y       20170101001825100000005000 0700021500001176   
0601BLB7Y       20170101001830100000005000 0700021660001182   
0601BLB7Y       20170101001835100000005000 0700021820001187   
0601BLB7Y       20170101001840100000005000 0700021970001192   
0601BLB7Y       20170101001845100000005000 0700022140001198   
0601BLB7Y       20170101001850100000005000 0700022290001203   
0601BLB7Y       20170101001855100000005000 0700022450001209   
0601BLB7Y       20170101001860100000005000 0700022610001214   
0601BLB7Y       20170101001865100000005000 0700022770001219   
0601BLB7Y       20170101001870100000005000 0700022930001225   
0601BLB7Y       20170101001875100000005000 0700023100001230   
0601BLB7Y       20170101001880100000005000 0700023260001236   
0601BLB7Y       20170101001885100000005000 0700023420001241   
0601BLB7Y       20170101001890100000005000 0700023590001246   
0601BLB7Y       20170101001895100000005000 0700023750001252   
0601BLB7Y       20170101001900100000005000 0700023910001257   
0601BLB7Y       20170101001905100000005000 0700024080001262   
0601BLB7Y       20170101001910100000005000 0700024240001267   
0601BLB7Y       20170101001915100000005000 0700024400001272   
0601BLB7Y       20170101001920100000005000 0700024570001278   
0601BLB7Y       20170101001925100000005000 0700024740001284   
0601BLB7Y       20170101001930100000005000 0700024910001289   
0601BLB7Y       20170101001935100000005000 0700025080001294   
0601BLB7Y       20170101001940100000005000 0700025250001300   
0601BLB7Y       20170101001945100000005000 0700025410001305   
0601BLB7Y       20170101001950100000005000 0700025590001311   
0601BLB7Y       20170101001955100000005000 0700025760001316   
0601BLB7Y       20170101001960100000005000 0700025930001321   
0601BLB7Y       20170101001965100000005000 0700026110001327   
0601BLB7Y       20170101001970100000005000 0700026280001332   
0601BLB7Y       20170101001975100000005000 0700026450001338   
0601BLB7Y       20170101001980100000005000 0700026640001344   
0601BLB7Y       20170101001985100000005000 0700026810001349   
0601BLB7Y       20170101001990100000005000 0700026990001355   
0601BLB7Y       20170101001995100000005000 0700027180001361   
0601BLB7Y       20170101002000100000005000 0700027360001366   
0601BLB7Y       20170101002005100000005000 0700027540001372   
0601BLB7Y       20170101002010100000005000 0700027730001378   
0601BLB7Y       20170101002015100000005000 0700027910001383   
0601BLB7Y       20170101002020100000005000 0700028090001389   
0601BLB7Y       20170101002025100000005000 0700028280001395   
0601BLB7Y       20170101002030100000005000 0700028460001400   
0601BLB7Y       20170101002035100000005000 0700028640001406   
0601BLB7Y       20170101002040100000005000 0700028840001412   
0601BLB7Y       20170101002045100000005000 0700029010001417   
0601BLB7Y       20170101002050100000005000 0700029190001422   
0601BLB7Y       20170101002055100000005000 0700029390001428   
0601BLB7Y       20170101002060100000005000 0700029570001434   
0601BLB7Y       20170101002065100000005000 0700029750001439   
0601BLB7Y       20170101002070100000005000 0700029940001445   
0601BLB7Y       20170101002075100000005000 0700030120001450   
0601BLB7Y       20170101002080100000005000 0700030300001455   
0601BLB7Y       20170101002085100000005000 0700030490001461   
0601BLB7Y       20170101002090100000005000 0700030670001466   
0601BLB7Y       20170101002095100000005000 0700030860001471   
0601BLB7Y       20170101002100100000005000 0700031050001477   
0601BLB7Y       20170101002105100000005000 0700031230001482   
0601BLB7Y       20170101002110100000005000 0700031410001487   
0601BLB7Y       20170101002115100000005000 0700031600001492   
0601BLB7Y       20170101002120100000005000 0700031790001498   
0601BLB7Y       20170101002125100000005000 0700031970001503   
0601BLB7Y       20170101002130100000005000 0700032160001508   
0601BLB7Y       20170101002135100000005000 0700032340001513   
0601BLB7Y       20170101002140100000005000 0700032520001518   
0601BLB7Y       20170101002145100000005000 0700032720001524   
0601BLB7Y       20170101002150100000005000 0700032900001528   
0601BLB7Y       20170101002155100000005000 0700033080001533   
0601BLB7Y       20170101002160100000005000 0700033270001538   
0601BLB7Y       20170101002165100000005000 0700033460001544   
0601BLB7Y       20170101002170100000005000 0700033640001548   
0601BLB7Y       20170101002175100000005000 0700033830001554   
0601BLB7Y       20170101002180100000005000 0700034010001558   
0601BLB7Y       20170101002185100000005000 0700034200001563   
0601BLB7Y       20170101002190100000005000 0700034390001569   
0601BLB7Y       20170101002195100000005000 0700034570001573   
0601BLB7Y       20170101002200100000005000 0700034750001578   
0601BLB7Y       20170101002205100000005000 0700034950001583   
0601BLB7Y       20170101002210100000005000 0700035130001588   
0601BLB7Y       20170101002215100000005000 0700035310001592   
0601BLB7Y       20170101002220100000005000 0700035500001597   
0601BLB7Y       20170101002225100000005000 0700035680001602   
0601BLB7Y       20170101002230100000005000 0700035870001607   
0601BLB7Y       20170101002235100000005000 0700036060001612   
0601BLB7Y       20170101002240100000005000 0700036240001616   
0601BLB7Y       20170101002245100000005000 0700036430001621   
0601BLB7Y       20170101002250100000005000 0700036620001626   
0601BLB7Y       20170101002255100000005000 0700036800001630   
0601BLB7Y       20170101002260100000005000 0700036980001634   
0601BLB7Y       20170101002265100000005000 0700037180001640   
0601BLB7Y       20170101002270100000005000 0700037360001644   
0601BLB7Y       20170101002275100000005000 0700037540001648   
0601BLB7Y       20170101002280100000005000 0700037740001653   
0601BLB7Y       20170101002285100000005000 0700037920001658   
0601BLB7Y       20170101002290100000005000 0700038100001662   
0601BLB7Y       20170101002295100000005000 0700038290001667   
0601BLB7Y       20170101002300100000005000 0700038480001671   
0601BLB7Y       20170101002305100000005000 0700038660001675   
0601BLB7Y       20170101002310100000005000 0700038850001680   
0601BLB7Y       20170101002315100000005000 0700039040001685   
0601BLB7Y       20170101002320100000005000 0700039220001689   
0601BLB7Y       20170101002325100000005000 0700039410001693   
0601BLB7Y       20170101002330100000005000 0700039600001698   
0601BLB7Y       20170101002335100000005000 0700039780001702   
0601BLB7Y       20170101002340100000005000 0700039970001706   
0601BLB7Y       20170101002345100000005000 0700040150001710   
0601BLB7Y       20170101002350100000005000 0700040340001715   
0601BLB7Y       20170101002355100000005000 0700040530001719   
0601BLB7Y       20170101002360100000005000 0700040710001723   
0601BLB7Y       20170101002365100000005000 0700040900001728   
0601BLB7Y       20170101002370100000005000 0700041090001732   
0601BLB7Y       20170101002375100000005000 0700041270001736   
0601BLB7Y       20170101002380100000005000 0700041460001740   
0601BLB7Y       20170101002385100000005000 0700041650001745   
0601BLB7Y       20170101002390100000005000 0700041830001748   
0601BLB7Y       20170101002395100000005000 0700042020001753   
0601BLB7Y       20170101002400100000005000 0700042210001757   
0601BLB7Y       20170101002405100000005000 0700042390001761   
0601BLB7Y       20170101002410100000005000 0700042580001765   
0601BLB7Y       20170101002415100000005000 0700042770001769   
0601BLB7Y       20170101002420100000005000 0700042950001773   
