00AG               20161121                                                                                   
0601AGB2Y       20170101000090100000005000 0200000020000000   
0601AGB2Y       20170101000095100000005000 0200000020000000   
0601AGB2Y       20170101000100100000005000 0200000020000000   
0601AGB2Y       20170101000105100000005000 0200000020000000   
0601AGB2Y       20170101000110100000005000 0200000020000000   
0601AGB2Y       20170101000115100000005000 0200000020000000   
0601AGB2Y       20170101000120100000005000 0200000020000000   
0601AGB2Y       20170101000125100000005000 0200000020000000   
0601AGB2Y       20170101000130100000005000 0200000020000000   
0601AGB2Y       20170101000135100000005000 0200000020000000   
0601AGB2Y       20170101000140100000005000 0200000020000000   
0601AGB2Y       20170101000145100000005000 0200000020000000   
0601AGB2Y       20170101000150100000005000 0200000020000000   
0601AGB2Y       20170101000155100000005000 0200000020000000   
0601AGB2Y       20170101000160100000005000 0200000020000000   
0601AGB2Y       20170101000165100000005000 0200000020000000   
0601AGB2Y       20170101000170100000005000 0200000020000000   
0601AGB2Y       20170101000175100000005000 0200000020000000   
0601AGB2Y       20170101000180100000005000 0200000020000000   
0601AGB2Y       20170101000185100000005000 0200000020000000   
0601AGB2Y       20170101000190100000005000 0200000020000000   
0601AGB2Y       20170101000195100000005000 0200000020000000   
0601AGB2Y       20170101000200100000005000 0200000020000000   
0601AGB2Y       20170101000205100000005000 0200000020000000   
0601AGB2Y       20170101000210100000005000 0200000020000000   
0601AGB2Y       20170101000215100000005000 0200000020000000   
0601AGB2Y       20170101000220100000005000 0200000020000000   
0601AGB2Y       20170101000225100000005000 0200000020000000   
0601AGB2Y       20170101000230100000005000 0200000020000000   
0601AGB2Y       20170101000235100000005000 0200000020000000   
0601AGB2Y       20170101000240100000005000 0200000020000000   
0601AGB2Y       20170101000245100000005000 0200000020000000   
0601AGB2Y       20170101000250100000005000 0200000020000000   
0601AGB2Y       20170101000255100000005000 0200000020000000   
0601AGB2Y       20170101000260100000005000 0200000020000000   
0601AGB2Y       20170101000265100000005000 0200000020000000   
0601AGB2Y       20170101000270100000005000 0200000020000000   
0601AGB2Y       20170101000275100000005000 0200000020000000   
0601AGB2Y       20170101000280100000005000 0200000020000000   
0601AGB2Y       20170101000285100000005000 0200000020000000   
0601AGB2Y       20170101000290100000005000 0200000020000000   
0601AGB2Y       20170101000295100000005000 0200000020000000   
0601AGB2Y       20170101000300100000005000 0200000030000010   
0601AGB2Y       20170101000305100000005000 0200000030000010   
0601AGB2Y       20170101000310100000005000 0200000030000010   
0601AGB2Y       20170101000315100000005000 0200000030000010   
0601AGB2Y       20170101000320100000005000 0200000030000010   
0601AGB2Y       20170101000325100000005000 0200000030000010   
0601AGB2Y       20170101000330100000005000 0200000030000010   
0601AGB2Y       20170101000335100000005000 0200000030000010   
0601AGB2Y       20170101000340100000005000 0200000030000010   
0601AGB2Y       20170101000345100000005000 0200000030000010   
0601AGB2Y       20170101000350100000005000 0200000030000010   
0601AGB2Y       20170101000355100000005000 0200000030000010   
0601AGB2Y       20170101000360100000005000 0200000030000010   
0601AGB2Y       20170101000365100000005000 0200000030000010   
0601AGB2Y       20170101000370100000005000 0200000030000010   
0601AGB2Y       20170101000375100000005000 0200000030000010   
0601AGB2Y       20170101000380100000005000 0200000030000010   
0601AGB2Y       20170101000385100000005000 0200000030000010   
0601AGB2Y       20170101000390100000005000 0200000030000010   
0601AGB2Y       20170101000395100000005000 0200000030000010   
0601AGB2Y       20170101000400100000005000 0200000040000010   
0601AGB2Y       20170101000405100000005000 0200000080000020   
0601AGB2Y       20170101000410100000005000 0200000080000020   
0601AGB2Y       20170101000415100000005000 0200000080000020   
0601AGB2Y       20170101000420100000005000 0200000080000020   
0601AGB2Y       20170101000425100000005000 0200000080000020   
0601AGB2Y       20170101000430100000005000 0200000120000030   
0601AGB2Y       20170101000435100000005000 0200000260000060   
0601AGB2Y       20170101000440100000005000 0200000260000060   
0601AGB2Y       20170101000445100000005000 0200000260000060   
0601AGB2Y       20170101000450100000005000 0200000310000070   
0601AGB2Y       20170101000455100000005000 0200000320000070   
0601AGB2Y       20170101000460100000005000 0200000320000070   
0601AGB2Y       20170101000465100000005000 0200000370000080   
0601AGB2Y       20170101000470100000005000 0200000370000080   
0601AGB2Y       20170101000475100000005000 0200000380000080   
0601AGB2Y       20170101000480100000005000 0200000430000090   
0601AGB2Y       20170101000485100000005000 0200000430000090   
0601AGB2Y       20170101000490100000005000 0200000490000100   
0601AGB2Y       20170101000495100000005000 0200000540000110   
0601AGB2Y       20170101000500100000005000 0200000550000110   
0601AGB2Y       20170101000505100000005000 0200000600000120   
0601AGB2Y       20170101000510100000005000 0200000610000120   
0601AGB2Y       20170101000515100000005000 0200000620000120   
0601AGB2Y       20170101000520100000005000 0200000670000130   
0601AGB2Y       20170101000525100000005000 0200000680000130   
0601AGB2Y       20170101000530100000005000 0200000740000140   
0601AGB2Y       20170101000535100000005000 0200000750000140   
0601AGB2Y       20170101000540100000005000 0200000750000140   
0601AGB2Y       20170101000545100000005000 0200000870000160   
0601AGB2Y       20170101000550100000005000 0200000880000160   
0601AGB2Y       20170101000555100000005000 0200000940000170   
0601AGB2Y       20170101000560100000005000 0200000950000170   
0601AGB2Y       20170101000565100000005000 0200001020000180   
0601AGB2Y       20170101000570100000005000 0200001030000180   
0601AGB2Y       20170101000575100000005000 0200001090000190   
0601AGB2Y       20170101000580100000005000 0200001100000190   
0601AGB2Y       20170101000585100000005000 0200001170000200   
0601AGB2Y       20170101000590100000005000 0200001180000200   
0601AGB2Y       20170101000595100000005000 0200001310000220   
0601AGB2Y       20170101000600100000005000 0200001380000230   
0601AGB2Y       20170101000605100000005000 0200001390000230   
0601AGB2Y       20170101000610100000005000 0200001470000240   
0601AGB2Y       20170101000615100000005000 0200001480000240   
0601AGB2Y       20170101000620100000005000 0200001550000250   
0601AGB2Y       20170101000625100000005000 0200001560000250   
0601AGB2Y       20170101000630100000005000 0200001640000260   
0601AGB2Y       20170101000635100000005000 0200001650000260   
0601AGB2Y       20170101000640100000005000 0200001730000270   
0601AGB2Y       20170101000645100000005000 0200001810000280   
0601AGB2Y       20170101000650100000005000 0200001820000280   
0601AGB2Y       20170101000655100000005000 0200001900000290   
0601AGB2Y       20170101000660100000005000 0200001920000290   
0601AGB2Y       20170101000665100000005000 0200002000000300   
0601AGB2Y       20170101000670100000005000 0200002010000300   
0601AGB2Y       20170101000675100000005000 0200002100000310   
0601AGB2Y       20170101000680100000005000 0200002180000320   
0601AGB2Y       20170101000685100000005000 0200002200000320   
0601AGB2Y       20170101000690100000005000 0200002280000330   
0601AGB2Y       20170101000695100000005000 0200002300000330   
0601AGB2Y       20170101000700100000005000 0200002380000340   
0601AGB2Y       20170101000705100000005000 0200002400000340   
0601AGB2Y       20170101000710100000005000 0200002490000350   
0601AGB2Y       20170101000715100000005000 0200002510000350   
0601AGB2Y       20170101000720100000005000 0200002600000360   
0601AGB2Y       20170101000725100000005000 0200002610000360   
0601AGB2Y       20170101000730100000005000 0200002710000370   
0601AGB2Y       20170101000735100000005000 0200002720000370   
0601AGB2Y       20170101000740100000005000 0200002820000380   
0601AGB2Y       20170101000745100000005000 0200002910000390   
0601AGB2Y       20170101000750100000005000 0200002930000390   
0601AGB2Y       20170101000755100000005000 0200003030000400   
0601AGB2Y       20170101000760100000005000 0200003050000400   
0601AGB2Y       20170101000765100000005000 0200003140000410   
0601AGB2Y       20170101000770100000005000 0200003160000410   
0601AGB2Y       20170101000775100000005000 0200003260000420   
0601AGB2Y       20170101000780100000005000 0200003280000420   
0601AGB2Y       20170101000785100000005000 0200003380000430   
0601AGB2Y       20170101000790100000005000 0200003400000430   
0601AGB2Y       20170101000795100000005000 0200003500000440   
0601AGB2Y       20170101000800100000005000 0200003530000440   
0601AGB2Y       20170101000805100000005000 0200003630000450   
0601AGB2Y       20170101000810100000005000 0200003650000450   
0601AGB2Y       20170101000815100000005000 0200003760000460   
0601AGB2Y       20170101000820100000005000 0200003780000460   
0601AGB2Y       20170101000825100000005000 0200003880000470   
0601AGB2Y       20170101000830100000005000 0200003910000470   
0601AGB2Y       20170101000835100000005000 0200004020000480   
0601AGB2Y       20170101000840100000005000 0200004040000480   
0601AGB2Y       20170101000845100000005000 0200004150000490   
0601AGB2Y       20170101000850100000005000 0200004170000490   
0601AGB2Y       20170101000855100000005000 0200004280000500   
0601AGB2Y       20170101000860100000005000 0200004310000500   
0601AGB2Y       20170101000865100000005000 0200004420000510   
0601AGB2Y       20170101000870100000005000 0200004440000510   
0601AGB2Y       20170101000875100000005000 0200004560000520   
0601AGB2Y       20170101000880100000005000 0200004670000530   
0601AGB2Y       20170101000885100000005000 0200004700000530   
0601AGB2Y       20170101000890100000005000 0200004810000540   
0601AGB2Y       20170101000895100000005000 0200004930000550   
0601AGB2Y       20170101000900100000005000 0200004960000550   
0601AGB2Y       20170101000905100000005000 0200005080000560   
0601AGB2Y       20170101000910100000005000 0200005200000570   
0601AGB2Y       20170101000915100000005000 0200005220000570   
0601AGB2Y       20170101000920100000005000 0200005350000580   
0601AGB2Y       20170101000925100000005000 0200005470000590   
0601AGB2Y       20170101000930100000005000 0200005500000590   
0601AGB2Y       20170101000935100000005000 0200005620000600   
0601AGB2Y       20170101000940100000005000 0200005650000600   
0601AGB2Y       20170101000945100000005000 0200005770000610   
0601AGB2Y       20170101000950100000005000 0200005810000610   
0601AGB2Y       20170101000955100000005000 0200005930000620   
0601AGB2Y       20170101000960100000005000 0200005960000620   
0601AGB2Y       20170101000965100000005000 0200006090000630   
0601AGB2Y       20170101000970100000005000 0200006220000640   
0601AGB2Y       20170101000975100000005000 0200006250000640   
0601AGB2Y       20170101000980100000005000 0200006380000650   
0601AGB2Y       20170101000985100000005000 0200006410000650   
0601AGB2Y       20170101000990100000005000 0200006550000660   
0601AGB2Y       20170101000995100000005000 0200006580000660   
0601AGB2Y       20170101001000100000050000 0200000000000700   
0601AGB2Y       20170101001050100000050000 0200000000000760   
0601AGB2Y       20170101001100100000050000 0200000000000810   
0601AGB2Y       20170101001150100000050000 0200000000000860   
